episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
290,0.9392366669475103,-4.6894058642338825,-1.0990756648251374,-0.4810730889600302,-0.20244244069184653,-0.34907156864836325,-0.25360266715188956,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.9363952820304843,-4.692302813658984,-1.1004804242717479,-0.4816770638541814,-0.202688504503851,-0.3495064300307642,-0.2539002797708035,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9399694902184299,-4.694642020032904,-1.101636489116278,-0.48220964010070533,-0.2029046650957649,-0.34990352580673184,-0.2542042814909797,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9324748585531286,-4.697797837090355,-1.1032377475320538,-0.482883644738895,-0.20319924036935227,-0.3503694008976298,-0.25456044284030954,0.001018,0.01,0.0,0.97,100,14,0,14
294,0.9426049311732675,-4.700257189164662,-1.1044455771344577,-0.48341769250848515,-0.20342112105300944,-0.35076356494718236,-0.25486482186543125,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.9372122997606334,-4.702854764041338,-1.105742475123362,-0.483989236731948,-0.2036680325096709,-0.35118383838877093,-0.25518202827737146,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.9350231578947369,-4.705525899327576,-1.107098985025022,-0.4846097447532048,-0.2039194067813615,-0.35167622896784606,-0.2555222232442792,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9267380304270136,-4.708980747509358,-1.1088241061423731,-0.4853885233194907,-0.20419802138785262,-0.35225571812662465,-0.25590366039248313,0.001006,0.01,0.0,0.97,100,14,1,15
298,0.9365530940677396,-4.711827061732507,-1.1102475274482704,-0.486000473772302,-0.20446729946651288,-0.3526901160031328,-0.2562357989038135,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9333277310924369,-4.71474889747105,-1.1117175309010159,-0.4866415479591581,-0.20472666606861423,-0.3531442482071589,-0.256554594398865,0.001,0.01,0.0,0.97,100,14,1,15
